;;17 Uhr;0;
;;19 Uhr;0;
;;;;
Montag,;18.5.15;9 Uhr;0;17
;;11 Uhr;0;27
;;13 Uhr;0;43
;;15 Uhr;0;45
;;17 Uhr;0;35
;;19 Uhr;0;15
;;;;
Dienstag,;19.5.15;9 Uhr;0;19
;;11 Uhr;0;27
;;13 Uhr;0;30
;;15 Uhr;3;40
;;17 Uhr;0;29
;;19 Uhr;0;24
;;;;
Mittwoch,;20.5.15;9 Uhr;0;12
;;11 Uhr;0;25
;;13 Uhr;0;27
;;15 Uhr;0;40
;;17 Uhr;0;35
;;19 Uhr;0;21
;;;;
Donnerstag,;21.5.15;9 Uhr;0;6
;;11 Uhr;0;15
;;13 Uhr;0;17
;;15 Uhr;0;18
;;17 Uhr;1;30
;;19 Uhr;0;11
;;;;
Freitag,;22.5.15;9 Uhr;0;12
;;11 Uhr;0;28
;;13 Uhr;0;22
;;15 Uhr;0;24
;;17 Uhr;0;17
;;19 Uhr;0;11
;;;;
Samstag,;23.5.15;9 Uhr;0;16
;;11 Uhr;0;26
;;13 Uhr;0;27
;;15 Uhr;0;29
;;17 Uhr;0;
;;19 Uhr;0;
;;;;
Dienstag,;26.5.15;9 Uhr;0;16
;;11 Uhr;0;27
;;13 Uhr;0;31
;;15 Uhr;0;38
;;17 Uhr;0;27
;;19 Uhr;0;8
;;;;
Mittwoch,;27.5.15;9 Uhr;0;10
;;11 Uhr;0;22
;;13 Uhr;0;35
;;15 Uhr;0;40
;;17 Uhr;0;28
;;19 Uhr;0;9
;;;;
Donnerstag,;28.5.15;9 Uhr;0;11
;;11 Uhr;0;28
;;13 Uhr;0;22
;;15 Uhr;0;28
;;17 Uhr;0;32
;;19 Uhr;0;14
;;;;
Freitag,;29.5.15;9 Uhr;0;20
;;11 Uhr;0;42
;;13 Uhr;0;43
;;15 Uhr;0;41
;;17 Uhr;0;30
;;19 Uhr;0;7
;;;;
Samstag,;30.5.15;9 Uhr;0;15
;;11 Uhr;0;30
;;13 Uhr;0;30
;;15 Uhr;0;36
;;17 Uhr;0;
;;19 Uhr;0;
;;;;
Montag,;1.6.15;9 Uhr;0;19
;;11 Uhr;0;41
;;13 Uhr;0;61
;;15 Uhr;0;62
;;17 Uhr;0;53
;;19 Uhr;0;22
;;;;
Dienstag,;2.6.15;9 Uhr;0;41
;;11 Uhr;0;65
;;13 Uhr;0;64
;;15 Uhr;0;73
;;17 Uhr;0;54
;;19 Uhr;0;27
;;;;
Mittwoch,;3.6.15;9 Uhr;0;31
;;11 Uhr;0;71
;;13 Uhr;0;84
;;15 Uhr;1;87
;;17 Uhr;1;60
;;19 Uhr;0;26
;;;;
Donnerstag,;4.6.15;9 Uhr;1;40
;;11 Uhr;0;59
;;13 Uhr;0;28
;;15 Uhr;2;53
;;17 Uhr;0;42
;;19 Uhr;0;19
;;;;
Freitag,;5.6.15;9 Uhr;0;32
;;11 Uhr;0;39
;;13 Uhr;1;50
;;15 Uhr;0;48
;;17 Uhr;1;55
;;19 Uhr;1;20
;;;;
Samstag,;6.6.15;9 Uhr;0;10
;;11 Uhr;0;21
;;13 Uhr;0;48
;;15 Uhr;1;39
;;17 Uhr;0;
;;19 Uhr;0;
;;;;
Montag,;8.6.15;9 Uhr;0;33
;;11 Uhr;1;68
;;13 Uhr;1;64
;;15 Uhr;1;68
;;17 Uhr;1;57
;;19 Uhr;0;19
;;;;
Dienstag,;9.6.15;9 Uhr;0;41
;;11 Uhr;0;71
;;13 Uhr;0;50
;;15 Uhr;0;84
;;17 Uhr;0;49
;;19 Uhr;0;28
;;;;
Mittwoch,;10.6.15;9 Uhr;0;32
;;11 Uhr;0;62
;;13 Uhr;0;71
;;15 Uhr;0;69
;;17 Uhr;0;57
;;19 Uhr;0;20
;;;;
Donnerstag,;11.6.15;9 Uhr;0;22
;;11 Uhr;0;52
;;13 Uhr;0;39
;;15 Uhr;0;62
;;17 Uhr;0;43
;;19 Uhr;0;26
;;;;
Freitag,;12.6.15;9 Uhr;0;44
;;11 Uhr;2;61
;;13 Uhr;0;55
;;15 Uhr;0;80
;;17 Uhr;0;57
;;19 Uhr;0;24
;;;;
Samstag,;13.6.15;9 Uhr;0;30
;;11 Uhr;0;46
;;13 Uhr;0;50
;;15 Uhr;2;42
;;17 Uhr;0;
;;19 Uhr;0;
;;;;
Montag,;15.6.15;9 Uhr;0;18
;;11 Uhr;0;41
;;13 Uhr;1;30
;;15 Uhr;1;46
;;17 Uhr;1;53
;;19 Uhr;0;20
;;;;
Dienstag,;16.6.15;9 Uhr;0;32
;;11 Uhr;0;54
;;13 Uhr;0;58
;;15 Uhr;1;67
;;17 Uhr;0;53
;;19 Uhr;0;21
;;;;
Mittwoch,;17.6.15;9 Uhr;0;27
;;11 Uhr;0;58
;;13 Uhr;0;46
;;15 Uhr;0;64
;;17 Uhr;0;54
;;19 Uhr;0;20
;;;;
Donnerstag,;18.6.15;9 Uhr;0;35
;;11 Uhr;0;46
;;13 Uhr;0;31
;;15 Uhr;0;34
;;17 Uhr;0;36
;;19 Uhr;0;11
;;;;
Freitag,;19.6.15;9 Uhr;0;18
;;11 Uhr;0;34
;;13 Uhr;0;35
;;15 Uhr;0;41
;;17 Uhr;0;27
;;19 Uhr;1;11
;;;;
Samstag,;20.6.15;9 Uhr;0;14
;;11 Uhr;0;26
;;13 Uhr;0;29
;;15 Uhr;1;26
;;17 Uhr;0;
;;19 Uhr;0;
;;;;
Montag,;22.6.15;9 Uhr;0;016
;;11 Uhr;0;024
;;13 Uhr;0;025
;;15 Uhr;0;028
;;17 Uhr;0;026
;;19 Uhr;0;08
;;;;
Dienstag,;23.6.15;9 Uhr;0;016
;;11 Uhr;0;039
;;13 Uhr;0;031
;;15 Uhr;1;39
;;17 Uhr;1;27
;;19 Uhr;0;07
;;;;
Mittwoch,;24.6.15;9 Uhr;0;013
;;11 Uhr;1;22
;;13 Uhr;0;029
;;15 Uhr;1;24
;;17 Uhr;1;12
;;19 Uhr;0;03
;;;;
Donnerstag,;25.6.15;9 Uhr;0;014
;;11 Uhr;0;022
;;13 Uhr;0;010
;;15 Uhr;0;015
;;17 Uhr;0;010
;;19 Uhr;0;07
;;;;
Freitag,;26.6.15;9 Uhr;0;05
;;11 Uhr;0;07
;;13 Uhr;0;08
;;15 Uhr;0;07
;;17 Uhr;1;4
;;19 Uhr;0;03
;;;;
Samstag,;27.6.15;9 Uhr;0;03
;;11 Uhr;1;4
;;13 Uhr;0;03
;;15 Uhr;0;04
;;17 Uhr;0;0
;;19 Uhr;0;0
;;;;
Montag,;29.6.15;9 Uhr;0;09
;;11 Uhr;0;012
;;13 Uhr;0;010
;;15 Uhr;0;010
;;17 Uhr;0;09
;;19 Uhr;0;02
;;;;
Dienstag,;30.6.15;9 Uhr;0;03
;;11 Uhr;0;06
;;13 Uhr;0;03
;;15 Uhr;0;05
;;17 Uhr;0;04
;;19 Uhr;0;02
;;;;
Mittwoch,;1.7.15;9 Uhr;1;9
;;11 Uhr;1;12
;;13 Uhr;1;12
;;15 Uhr;0;013
;;17 Uhr;0;013
;;19 Uhr;0;03
;;;;
Donnerstag,;2.7.15;9 Uhr;0;03
;;11 Uhr;0;07
;;13 Uhr;1;8
;;15 Uhr;0;011
;;17 Uhr;0;09
;;19 Uhr;0;01
;;;;
Freitag,;3.7.15;9 Uhr;0;06
;;11 Uhr;1;8
;;13 Uhr;0;08
;;15 Uhr;0;08
;;17 Uhr;0;08
;;19 Uhr;0;01
;;;;
Samstag,;4.7.15;9 Uhr;0;0
;;11 Uhr;0;03
;;13 Uhr;0;03
;;15 Uhr;0;03
;;17 Uhr;0;0
;;19 Uhr;0;0
;;;;
Montag,;6.7.15;9 Uhr;0;07
;;11 Uhr;0;09
;;13 Uhr;0;06
;;15 Uhr;0;07
;;17 Uhr;0;06
;;19 Uhr;0;00
;;;;
Dienstag,;7.7.15;9 Uhr;0;03
;;11 Uhr;0;08
;;13 Uhr;0;014
;;15 Uhr;0;010
;;17 Uhr;1;8
;;19 Uhr;0;03
;;;;
Mittwoch,;8.7.15;9 Uhr;0;03
;;11 Uhr;0;05
;;13 Uhr;0;07
;;15 Uhr;0;09
;;17 Uhr;0;04
;;19 Uhr;0;01
;;;;
Donnerstag,;9.7.15;9 Uhr;0;0
;;11 Uhr;0;0
;;13 Uhr;0;010
;;15 Uhr;0;08
;;17 Uhr;0;06
;;19 Uhr;0;01
;;;;
Freitag,;10.7.15;9 Uhr;0;05
;;11 Uhr;0;09
;;13 Uhr;0;012
;;15 Uhr;0;012
;;17 Uhr;0;02
;;19 Uhr;0;02
;;;;
Samstag,;11.7.15;9 Uhr;0;02
;;11 Uhr;0;06
;;13 Uhr;0;06
;;15 Uhr;0;06
;;17 Uhr;0;0
;;19 Uhr;0;0
;;;;
Montag,;13.7.15;9 Uhr;0;06
;;11 Uhr;0;011
;;13 Uhr;0;012
;;15 Uhr;0;010
;;17 Uhr;0;06
;;19 Uhr;0;03
;;;;
Dienstag,;14.7.15;9 Uhr;0;04
;;11 Uhr;0;010
;;13 Uhr;0;013
;;15 Uhr;0;016
;;17 Uhr;0;010
;;19 Uhr;0;03
;;;;
Mittwoch,;15.7.15;9 Uhr;0;011
;;11 Uhr;0;015
;;13 Uhr;0;06
;;15 Uhr;0;013
;;17 Uhr;0;010
;;19 Uhr;1;4
;;;;
Donnerstag,;16.7.15;9 Uhr;0;08
;;11 Uhr;0;016
;;13 Uhr;0;016
;;15 Uhr;0;012
;;17 Uhr;0;06
;;19 Uhr;0;05
;;;;
Freitag,;17.7.15;9 Uhr;0;06
;;11 Uhr;0;09
;;13 Uhr;0;06
;;15 Uhr;0;07
;;17 Uhr;0;04
;;19 Uhr;0;03
;;;;
Samstag,;18.7.15;9 Uhr;0;00
;;11 Uhr;0;03
;;13 Uhr;1;6
;;15 Uhr;2;5
;;17 Uhr;0;0
;;19 Uhr;0;0
;;;;
Montag,;20.7.15;9 Uhr;0;08
;;11 Uhr;0;012
;;13 Uhr;0;014
;;15 Uhr;1;16
;;17 Uhr;0;09
;;19 Uhr;0;03
;;;;
Dienstag,;21.7.15;9 Uhr;0;07
;;11 Uhr;0;014
;;13 Uhr;0;021
;;15 Uhr;0;021
;;17 Uhr;0;014
;;19 Uhr;1;4
;;;;
Mittwoch,;22.7.15;9 Uhr;0;010
;;11 Uhr;0;017
;;13 Uhr;0;022
;;15 Uhr;0;020
;;17 Uhr;0;020
;;19 Uhr;1;6
;;;;
Donnerstag,;23.7.15;9 Uhr;0;06
;;11 Uhr;0;012
;;13 Uhr;0;011
;;15 Uhr;1;14
;;17 Uhr;0;013
;;19 Uhr;0;03
;;;;
Freitag,;24.7.15;9 Uhr;0;08
;;11 Uhr;0;010
;;13 Uhr;0;012
;;15 Uhr;0;010
;;17 Uhr;0;07
;;19 Uhr;0;03
;;;;
Samstag,;25.7.15;9 Uhr;0;02
;;11 Uhr;0;05
;;13 Uhr;0;06
;;15 Uhr;0;02
;;17 Uhr;0;0
;;19 Uhr;0;0
;;;;
Montag,;27.7.15;9 Uhr;0;010
;;11 Uhr;0;012
;;13 Uhr;0;012
;;15 Uhr;0;014
;;17 Uhr;0;013
;;19 Uhr;0;04
;;;;
Dienstag,;28.7.15;9 Uhr;0;08
;;11 Uhr;0;010
;;13 Uhr;0;012
;;15 Uhr;0;011
;;17 Uhr;0;010
;;19 Uhr;0;03
;;;;
Mittwoch,;29.7.15;9 Uhr;0;2
;;11 Uhr;0;8
;;13 Uhr;0;8
;;15 Uhr;0;9
;;17 Uhr;0;8
;;19 Uhr;0;5
;;;;
Donnerstag,;30.7.15;9 Uhr;0;4
;;11 Uhr;0;6
;;13 Uhr;0;9
;;15 Uhr;0;9
;;17 Uhr;0;8
;;19 Uhr;1;3
;;;;
Freitag,;31.7.15;9 Uhr;0;8
;;11 Uhr;0;14
;;13 Uhr;0;12
;;15 Uhr;0;12
;;17 Uhr;0;10
;;19 Uhr;0;4
;;;;
Samstag,;1.8.15;9 Uhr;0;0
;;11 Uhr;0;0
;;13 Uhr;0;0
;;15 Uhr;0;0
;;17 Uhr;0;0
;;19 Uhr;0;0
;;;;
Montag,;3.8.15;9 Uhr;0;6
;;11 Uhr;0;10
;;13 Uhr;0;11
;;15 Uhr;0;9
;;17 Uhr;0;9
;;19 Uhr;0;4
;;;;
Dienstag,;4.8.15;9 Uhr;0;5
;;11 Uhr;0;14
;;13 Uhr;0;14
;;15 Uhr;0;12
;;17 Uhr;0;11
;;19 Uhr;1;4
;;;;
Mittwoch,;5.8.15;9 Uhr;0;7
;;11 Uhr;0;14
;;13 Uhr;0;14
;;15 Uhr;0;17
;;17 Uhr;0;14
;;19 Uhr;0;4
;;;;
Donnerstag,;6.8.15;9 Uhr;0;4
;;11 Uhr;1;8
;;13 Uhr;2;8
;;15 Uhr;1;10
;;17 Uhr;0;10
;;19 Uhr;0;4
;;;;
Freitag,;7.8.15;9 Uhr;0;4
;;11 Uhr;0;16
;;13 Uhr;0;9
;;15 Uhr;0;17
;;17 Uhr;0;9
;;19 Uhr;0;5
;;;;
Samstag,;8.8.15;9 Uhr;0;1
;;11 Uhr;0;8
;;13 Uhr;0;8
;;15 Uhr;0;8
;;17 Uhr;0;0
;;19 Uhr;0;0
;;;;
Montag,;10.8.15;9 Uhr;0;6
;;11 Uhr;0;8
;;13 Uhr;0;14
;;15 Uhr;0;13
;;17 Uhr;0;7
;;19 Uhr;0;2
;;;;
Dienstag,;11.8.15;9 Uhr;0;5
;;11 Uhr;0;14
;;13 Uhr;0;14
;;15 Uhr;0;23
;;17 Uhr;0;17
;;19 Uhr;0;8
;;;;
Mittwoch,;12.8.15;9 Uhr;0;7
;;11 Uhr;0;10
;;13 Uhr;0;10
;;15 Uhr;0;10
;;17 Uhr;0;12
;;19 Uhr;0;5
;;;;
Donnerstag,;13.8.15;9 Uhr;0;9
;;11 Uhr;0;12
;;13 Uhr;0;10
;;15 Uhr;1;17
;;17 Uhr;0;13
;;19 Uhr;0;5
;;;;
Freitag,;14.8.15;9 Uhr;0;5
;;11 Uhr;0;7
;;13 Uhr;0;8
;;15 Uhr;0;9
;;17 Uhr;0;6
;;19 Uhr;0;2
;;;;
Samstag,;15.8.15;9 Uhr;0;4
;;11 Uhr;0;5
;;13 Uhr;0;6
;;15 Uhr;0;7
;;17 Uhr;0;0
;;19 Uhr;0;0
;;;;
Montag,;17.8.15;9 Uhr;0;9
;;11 Uhr;0;15
;;13 Uhr;0;19
;;15 Uhr;0;18
;;17 Uhr;0;7
;;19 Uhr;0;2
;;;;
Dienstag,;18.8.15;9 Uhr;0;9
;;11 Uhr;0;17
;;13 Uhr;0;17
;;15 Uhr;0;19
;;17 Uhr;1;11
;;19 Uhr;1;3
;;;;
Mittwoch,;19.8.15;9 Uhr;0;8
;;11 Uhr;0;16
;;13 Uhr;0;19
;;15 Uhr;0;20
;;17 Uhr;0;15
;;19 Uhr;0;2
;;;;
Donnerstag,;20.8.15;9 Uhr;0;9
;;11 Uhr;0;17
;;13 Uhr;0;13
;;15 Uhr;0;15
;;17 Uhr;0;10
;;19 Uhr;0;10
;;;;
Freitag,;21.8.15;9 Uhr;0;3
;;11 Uhr;0;10
;;13 Uhr;0;11
;;15 Uhr;0;12
;;17 Uhr;0;10
;;19 Uhr;1;3
;;;;
Samstag,;22.8.15;9 Uhr;0;2
;;11 Uhr;0;3
;;13 Uhr;0;8
;;15 Uhr;0;9
;;17 Uhr;0;0
;;19 Uhr;0;0
;;;;
Montag,;24.8.15;9 Uhr;1;11
;;11 Uhr;0;19
;;13 Uhr;0;13
;;15 Uhr;0;14
;;17 Uhr;0;10
;;19 Uhr;0;0
;;;;
Dienstag,;25.8.15;9 Uhr;0;9
;;11 Uhr;0;13
;;13 Uhr;0;7
;;15 Uhr;1;11
;;17 Uhr;0;8
;;19 Uhr;0;2
;;;;
Mittwoch,;26.8.15;9 Uhr;0;2
;;11 Uhr;0;10
;;13 Uhr;0;10
;;15 Uhr;0;9
;;17 Uhr;0;6
;;19 Uhr;0;3
;;;;
Donnerstag,;27.8.15;9 Uhr;0;4
;;11 Uhr;1;15
;;13 Uhr;0;11
;;15 Uhr;0;15
;;17 Uhr;0;11
;;19 Uhr;0;4
;;;;
Freitag,;28.8.15;9 Uhr;0;3
;;11 Uhr;0;14
;;13 Uhr;0;7
;;15 Uhr;0;11
;;17 Uhr;0;4
;;19 Uhr;0;1
;;;;
Samstag,;29.8.15;9 Uhr;0;0
;;11 Uhr;0;3
;;13 Uhr;0;3
;;15 Uhr;0;4
;;17 Uhr;0;0
;;19 Uhr;0;0
;;;;
Montag,;31.8.15;9 Uhr;0;4
;;11 Uhr;0;12
;;13 Uhr;0;10
;;15 Uhr;0;13
;;17 Uhr;0;3
;;19 Uhr;0;0
;;;;
Dienstag,;1.9.15;9 Uhr;0;6
;;11 Uhr;0;8
;;13 Uhr;0;7
;;15 Uhr;1;8
;;17 Uhr;0;6
;;19 Uhr;0;2
;;;;
Mittwoch,;2.9.15;9 Uhr;0;5
;;11 Uhr;0;8
;;13 Uhr;0;13
;;15 Uhr;1;15
;;17 Uhr;0;10
;;19 Uhr;0;3
;;;;
Donnerstag,;3.9.15;9 Uhr;0;7
;;11 Uhr;0;7
;;13 Uhr;0;8
;;15 Uhr;0;10
;;17 Uhr;0;5
;;19 Uhr;0;3
;;;;
Freitag,;4.9.15;9 Uhr;0;5
;;11 Uhr;0;13
;;13 Uhr;0;14
;;15 Uhr;1;11
;;17 Uhr;0;11
;;19 Uhr;0;3
;;;;
Samstag,;5.9.15;9 Uhr;0;2
;;11 Uhr;0;2
;;13 Uhr;0;3
;;15 Uhr;0;5
;;17 Uhr;0;0
;;19 Uhr;0;0
;;;;
Montag,;7.9.15;9 Uhr;0;1
;;11 Uhr;0;6
;;13 Uhr;0;5
;;15 Uhr;0;7
;;17 Uhr;0;6
;;19 Uhr;0;1
;;;;
Dienstag,;8.9.15;9 Uhr;0;1
;;11 Uhr;0;4
;;13 Uhr;0;6
;;15 Uhr;0;11
;;17 Uhr;0;9
;;19 Uhr;0;3
;;;;
Mittwoch,;9.9.15;9 Uhr;0;5
;;11 Uhr;0;5
;;13 Uhr;0;5
;;15 Uhr;0;7
;;17 Uhr;0;8
;;19 Uhr;0;0
;;;;
Donnerstag,;10.9.15;9 Uhr;0;0
;;11 Uhr;0;2
;;13 Uhr;0;3
;;15 Uhr;0;7
;;17 Uhr;0;9
;;19 Uhr;0;3
;;;;
Freitag,;11.9.15;9 Uhr;0;0
;;11 Uhr;0;5
;;13 Uhr;0;8
;;15 Uhr;0;8
;;17 Uhr;0;8
;;19 Uhr;0;2
;;;;
Samstag,;12.9.15;9 Uhr;0;3
;;11 Uhr;0;2
;;13 Uhr;0;1
;;15 Uhr;0;6
;;17 Uhr;0;0
;;19 Uhr;0;0
;;;;
Montag,;14.9.15;9 Uhr;0;1
;;11 Uhr;0;4
;;13 Uhr;0;5
;;15 Uhr;0;7
;;17 Uhr;0;7
;;19 Uhr;0;3
;;;;
Dienstag,;15.9.15;9 Uhr;0;4
;;11 Uhr;0;6
;;13 Uhr;2;6
;;15 Uhr;0;6
;;17 Uhr;0;0
;;19 Uhr;0;2
;;;;
Mittwoch,;16.9.15;9 Uhr;0;2
;;11 Uhr;0;5
;;13 Uhr;0;5
;;15 Uhr;0;11
;;17 Uhr;0;7
;;19 Uhr;0;1
;;;;
Donnerstag,;17.9.15;9 Uhr;0;3
;;11 Uhr;0;7
;;13 Uhr;0;6
;;15 Uhr;0;8
;;17 Uhr;0;7
;;19 Uhr;0;6
;;;;
Freitag,;18.9.15;9 Uhr;0;3
;;11 Uhr;0;4
;;13 Uhr;0;7
;;15 Uhr;0;11
;;17 Uhr;0;6
;;19 Uhr;0;1
;;;;
Samstag,;19.9.15;9 Uhr;0;2
;;11 Uhr;0;6
;;13 Uhr;0;11
;;15 Uhr;0;9
;;17 Uhr;0;0
;;19 Uhr;0;0
;;;;
Montag,;21.9.15;9 Uhr;0;5
;;11 Uhr;0;8
;;13 Uhr;0;9
;;15 Uhr;1;11
;;17 Uhr;0;10
;;19 Uhr;0;6
;;;;
Dienstag,;22.9.15;9 Uhr;0;3
;;11 Uhr;0;8
;;13 Uhr;0;10
;;15 Uhr;0;25
;;17 Uhr;0;19
;;19 Uhr;0;4
;;;;
Mittwoch,;23.9.15;9 Uhr;0;0
;;11 Uhr;0;7
;;13 Uhr;0;11
;;15 Uhr;0;15
;;17 Uhr;0;8
;;19 Uhr;0;3
;;;;
Donnerstag,;24.9.15;9 Uhr;0;4
;;11 Uhr;0;7
;;13 Uhr;0;6
;;15 Uhr;0;9
;;17 Uhr;0;5
;;19 Uhr;0;0
;;;;
Freitag,;25.9.15;9 Uhr;0;2
;;11 Uhr;0;9
;;13 Uhr;0;19
;;15 Uhr;0;18
;;17 Uhr;0;9
;;19 Uhr;0;6
;;;;
Samstag,;26.9.15;9 Uhr;0;1
;;11 Uhr;0;15
;;13 Uhr;0;19
;;15 Uhr;0;23
;;17 Uhr;0;0
;;19 Uhr;0;0
;;;;
Montag,;28.9.15;9 Uhr;0;3
;;11 Uhr;1;2
;;13 Uhr;0;11
;;15 Uhr;0;13
;;17 Uhr;0;15
;;19 Uhr;0;10
;;;;
Dienstag,;29.9.15;9 Uhr;0;15
;;11 Uhr;1;20
;;13 Uhr;1;25
;;15 Uhr;0;31
;;17 Uhr;2;20
;;19 Uhr;0;9
;;;;
Mittwoch,;30.9.15;9 Uhr;0;5
;;11 Uhr;0;10
;;13 Uhr;0;20
;;15 Uhr;3;28
;;17 Uhr;0;14
;;19 Uhr;0;7
;;;;
Donnerstag,;1.10.15;9 Uhr;0;3
;;11 Uhr;0;11
;;13 Uhr;1;26
;;15 Uhr;1;20
;;17 Uhr;0;12
;;19 Uhr;0;5
;;;;
Freitag,;2.10.15;9 Uhr;0;5
;;11 Uhr;0;16
;;13 Uhr;0;15
;;15 Uhr;0;19
;;17 Uhr;0;12
;;19 Uhr;0;2
;;;;
Samstag,;3.10.15;9 Uhr;0;0
;;11 Uhr;0;28
;;13 Uhr;0;24
;;15 Uhr;0;18
;;17 Uhr;0;0
;;19 Uhr;0;0
;;;;
Montag,;5.10.15;9 Uhr;0;9
;;11 Uhr;0;11
;;13 Uhr;0;12
;;15 Uhr;0;19
;;17 Uhr;0;18
;;19 Uhr;0;4
;;;;
Dienstag,;6.10.15;9 Uhr;0;12
;;11 Uhr;2;19
;;13 Uhr;0;15
;;15 Uhr;1;28
;;17 Uhr;1;17
;;19 Uhr;0;7
;;;;
Mittwoch,;7.10.15;9 Uhr;0;6
;;11 Uhr;0;17
;;13 Uhr;0;19
;;15 Uhr;1;19
;;17 Uhr;0;20
;;19 Uhr;0;7
;;;;
Donnerstag,;8.10.15;9 Uhr;0;11
;;11 Uhr;0;18
;;13 Uhr;0;14
;;15 Uhr;0;23
;;17 Uhr;0;15
;;19 Uhr;0;3
;;;;
Freitag,;9.10.15;9 Uhr;1;8
;;11 Uhr;0;19
;;13 Uhr;0;18
;;15 Uhr;0;20
;;17 Uhr;0;11
;;19 Uhr;0;3
;;;;
Samstag,;10.10.15;9 Uhr;0;11
;;11 Uhr;0;17
;;13 Uhr;0;31
;;15 Uhr;0;26
;;17 Uhr;0;0
;;19 Uhr;0;0
;;;;
Montag,;12.10.15;9 Uhr;0;7
;;11 Uhr;0;14
;;13 Uhr;0;11
;;15 Uhr;0;32
;;17 Uhr;0;24
;;19 Uhr;0;4
;;;;
Dienstag,;13.10.15;9 Uhr;0;9
;;11 Uhr;0;20
;;13 Uhr;0;26
;;15 Uhr;0;25
;;17 Uhr;0;21
;;19 Uhr;0;13
;;;;
Mittwoch,;14.10.15;9 Uhr;0;8
;;11 Uhr;0;25
;;13 Uhr;0;25
;;15 Uhr;0;18
;;17 Uhr;0;13
;;19 Uhr;0;2
;;;;
Donnerstag,;15.10.15;9 Uhr;0;9
;;11 Uhr;0;15
;;13 Uhr;1;24
;;15 Uhr;0;37
;;17 Uhr;0;14
;;19 Uhr;0;3
;;;;
Freitag,;16.10.15;9 Uhr;0;5
;;11 Uhr;0;12
;;13 Uhr;0;22
;;15 Uhr;0;22
;;17 Uhr;0;14
;;19 Uhr;0;7
;;;;
Samstag,;17.10.15;9 Uhr;0;9
;;11 Uhr;0;19
;;13 Uhr;0;26
;;15 Uhr;0;24
;;17 Uhr;0;0
;;19 Uhr;0;0
;;;;
Montag,;19.10.15;9 Uhr;0;5
;;11 Uhr;0;14
;;13 Uhr;0;11
;;15 Uhr;0;40
;;17 Uhr;3;26
;;19 Uhr;0;12
;;;;
Dienstag,;20.10.15;9 Uhr;0;3
;;11 Uhr;2;15
;;13 Uhr;0;13
;;15 Uhr;0;13
;;17 Uhr;0;17
;;19 Uhr;0;8
;;;;
Mittwoch,;21.10.15;9 Uhr;0;9
;;11 Uhr;0;7
;;13 Uhr;3;39
;;15 Uhr;0;21
;;17 Uhr;0;5
;;19 Uhr;0;5
;;;;
Donnerstag,;22.10.15;9 Uhr;0;12
;;11 Uhr;0;22
;;13 Uhr;0;23
;;15 Uhr;0;29
;;17 Uhr;0;30
;;19 Uhr;0;9
;;;;
Freitag,;23.10.15;9 Uhr;0;6
;;11 Uhr;0;20
;;13 Uhr;0;29
;;15 Uhr;0;34
;;17 Uhr;0;18
;;19 Uhr;0;4
;;;;
Samstag,;24.10.15;9 Uhr;0;7
;;11 Uhr;0;19
;;13 Uhr;0;17
;;15 Uhr;0;24
;;17 Uhr;0;0
;;19 Uhr;0;0
;;;;
Montag,;26.10.15;9 Uhr;0;4
;;11 Uhr;0;19
;;13 Uhr;6;26
;;15 Uhr;0;28
;;17 Uhr;0;23
;;19 Uhr;1;17
;;;;
Dienstag,;27.10.15;9 Uhr;0;8
;;11 Uhr;3;17
;;13 Uhr;1;12
